OrderID,OrderDate,CustomerID,CustomerName,City,State,Product,Category,Quantity,UnitPrice,Discount,Revenue,Cost,Profit,PaymentMethod,OrderStatus,Rating,SalesChannel
ORD12395,2025-03-29 03:36:27.218721872,C1959,Customer_959,Chennai,Tamil Nadu,Tablet,Electronics,1,22000,0.25,16500.0,17000,-500.0,Net Banking,Delivered,1.0,Marketplace
ORD12396,2025-03-29 04:28:52.493249325,C1807,Customer_807,Kolkata,West Bengal,Smartphone,Electronics,2,30000,0.05,57000.0,48000,9000.0,UPI,Delivered,4.0,Website
ORD12397,2025-03-29 05:21:17.767776777,C1994,Customer_994,Lucknow,Uttar Pradesh,Monitor,Electronics,2,15000,0.1,27000.0,22000,5000.0,Debit Card,Shipped,3.0,Marketplace
ORD12398,2025-03-29 06:13:43.042304230,C1339,Customer_339,Lucknow,Uttar Pradesh,Backpack,Accessories,4,2500,0.25,7500.0,5600,1900.0,Credit Card,Shipped,4.0,Website
ORD12399,2025-03-29 07:06:08.316831683,C1619,Customer_619,Mumbai,Maharashtra,T-Shirt,Fashion,1,900,0.0,900.0,450,450.0,Credit Card,Shipped,5.0,Website
ORD12400,2025-03-29 07:58:33.591359136,C1612,Customer_612,Mumbai,Maharashtra,Smartphone,Electronics,3,30000,0.1,81000.0,72000,9000.0,Cash,Cancelled,2.0,Mobile App
ORD12401,2025-03-29 08:50:58.865886588,C2052,Customer_1052,Chennai,Tamil Nadu,Printer,Electronics,1,12000,0.0,12000.0,9000,3000.0,Credit Card,Delivered,2.0,Website
ORD12402,2025-03-29 09:43:24.140414041,C1316,Customer_316,Delhi,Delhi,T-Shirt,Fashion,2,900,0.15,1530.0,900,630.0,UPI,Cancelled,4.0,Website
ORD12403,2025-03-29 10:35:49.414941494,C1628,Customer_628,Mumbai,Maharashtra,Keyboard,Electronics,1,1500,0.2,1200.0,900,300.0,Net Banking,Delivered,5.0,Website
ORD12404,2025-03-29 11:28:14.689468947,C1054,Customer_54,Jaipur,Rajasthan,Jeans,Fashion,2,2200,0.05,4180.0,2400,1780.0,Cash,Delivered,1.0,Mobile App
ORD12405,2025-03-29 12:20:39.963996399,C1304,Customer_304,Ahmedabad,Gujarat,Headphones,Electronics,1,2500,0.0,2500.0,1400,1100.0,Cash,Delivered,4.0,Marketplace
ORD12406,2025-03-29 13:13:05.238523852,C1574,Customer_574,Lucknow,Uttar Pradesh,Mouse,Electronics,1,800,0.0,800.0,450,350.0,Debit Card,Returned,4.0,Website
ORD12407,2025-03-29 14:05:30.513051305,C2020,Customer_1020,Mumbai,Maharashtra,Backpack,Accessories,1,2500,0.1,2250.0,1400,850.0,UPI,Delivered,3.0,Mobile App
ORD12408,2025-03-29 14:57:55.787578757,C1335,Customer_335,Ahmedabad,Gujarat,Headphones,Electronics,3,2500,0.0,7500.0,4200,3300.0,Net Banking,Returned,1.0,Mobile App
ORD12409,2025-03-29 15:50:21.062106210,C1816,Customer_816,Mumbai,Maharashtra,Laptop,Electronics,1,55000,0.1,49500.0,42000,7500.0,UPI,Delivered,2.0,Website
ORD12410,2025-03-29 16:42:46.336633663,C1891,Customer_891,Chennai,Tamil Nadu,Printer,Electronics,2,12000,0.0,24000.0,18000,6000.0,Credit Card,Returned,1.0,Mobile App
ORD12411,2025-03-29 17:35:11.611161116,C2082,Customer_1082,Gurugram,Haryana,Headphones,Electronics,1,2500,0.2,2000.0,1400,600.0,Debit Card,Cancelled,3.0,Marketplace
ORD12412,2025-03-29 18:27:36.885688568,C1450,Customer_450,Chennai,Tamil Nadu,Office Chair,Furniture,3,12000,0.0,36000.0,25500,10500.0,Debit Card,Delivered,4.0,Website
ORD12413,2025-03-29 19:20:02.160216021,C1925,Customer_925,Delhi,Delhi,Shoes,Fashion,1,3500,0.1,3150.0,2100,1050.0,Debit Card,Delivered,3.0,Website
ORD12414,2025-03-29 20:12:27.434743474,C1764,Customer_764,Gurugram,Haryana,Jeans,Fashion,2,2200,0.2,3520.0,2400,1120.0,Credit Card,Cancelled,4.0,Mobile App
ORD12415,2025-03-29 21:04:52.709270927,C1392,Customer_392,Hyderabad,Telangana,Tablet,Electronics,1,22000,0.1,19800.0,17000,2800.0,Credit Card,Delivered,5.0,Website
ORD12416,2025-03-29 21:57:17.983798379,C1857,Customer_857,Kolkata,West Bengal,Watch,Accessories,1,5000,0.05,4750.0,3000,1750.0,UPI,Returned,5.0,Website
ORD12417,2025-03-29 22:49:43.258325832,C1152,Customer_152,Bengaluru,Karnataka,Keyboard,Electronics,2,1500,0.1,2700.0,1800,900.0,Debit Card,Delivered,2.0,Marketplace
ORD12418,2025-03-29 23:42:08.532853285,C2163,Customer_1163,Gurugram,Haryana,Printer,Electronics,3,12000,0.15,30600.0,27000,3600.0,Debit Card,Delivered,2.0,Marketplace
ORD12419,2025-03-30 00:34:33.807380738,C1794,Customer_794,Gurugram,Haryana,Office Chair,Furniture,2,12000,0.05,22800.0,17000,5800.0,Debit Card,Delivered,4.0,Marketplace
ORD12420,2025-03-30 01:26:59.081908190,C1342,Customer_342,Gurugram,Haryana,Smartphone,Electronics,1,30000,0.05,28500.0,24000,4500.0,Credit Card,Shipped,1.0,Mobile App
ORD12421,2025-03-30 02:19:24.356435643,C1455,Customer_455,Noida,Uttar Pradesh,Shoes,Fashion,1,3500,0.1,3150.0,2100,1050.0,Cash,Returned,2.0,Marketplace
ORD12422,2025-03-30 03:11:49.630963096,C1624,Customer_624,Lucknow,Uttar Pradesh,Jeans,Fashion,1,2200,0.0,2200.0,1200,1000.0,UPI,Cancelled,5.0,Marketplace
ORD12423,2025-03-30 04:04:14.905490549,C2063,Customer_1063,Lucknow,Uttar Pradesh,Tablet,Electronics,1,22000,0.1,19800.0,17000,2800.0,Debit Card,Cancelled,4.0,Marketplace
ORD12424,2025-03-30 04:56:40.180018001,C1962,Customer_962,Chennai,Tamil Nadu,Tablet,Electronics,1,22000,0.0,22000.0,17000,5000.0,Cash,Shipped,4.0,Mobile App
ORD12425,2025-03-30 05:49:05.454545454,C2094,Customer_1094,Mumbai,Maharashtra,Jeans,Fashion,4,2200,0.0,8800.0,4800,4000.0,Credit Card,Cancelled,,Marketplace
ORD12426,2025-03-30 06:41:30.729072907,C1010,Customer_10,Chennai,Tamil Nadu,Backpack,Accessories,1,2500,0.05,2375.0,1400,975.0,Cash,Shipped,2.0,Mobile App
ORD12427,2025-03-30 07:33:56.003600360,C1098,Customer_98,Bengaluru,Karnataka,Backpack,Accessories,1,2500,0.05,2375.0,1400,975.0,UPI,Cancelled,1.0,Marketplace
ORD12428,2025-03-30 08:26:21.278127812,C1352,Customer_352,Gurugram,Haryana,Mouse,Electronics,1,800,0.0,800.0,450,350.0,Cash,Delivered,4.0,Mobile App
ORD12429,2025-03-30 09:18:46.552655265,C1673,Customer_673,Chennai,Tamil Nadu,Tablet,Electronics,1,22000,0.1,19800.0,17000,2800.0,Cash,Shipped,4.0,Marketplace
ORD12430,2025-03-30 10:11:11.827182718,C1459,Customer_459,Bengaluru,Karnataka,Shoes,Fashion,2,3500,0.05,6650.0,4200,2450.0,UPI,Returned,3.0,Website
ORD12431,2025-03-30 11:03:37.101710171,C2190,Customer_1190,Chennai,Tamil Nadu,Laptop,Electronics,1,55000,0.05,52250.0,42000,10250.0,Cash,Shipped,4.0,Marketplace
ORD12432,2025-03-30 11:56:02.376237623,C2094,Customer_1094,Hyderabad,Telangana,Smartphone,Electronics,1,30000,0.1,27000.0,24000,3000.0,UPI,Delivered,5.0,Website
ORD12433,2025-03-30 12:48:27.650765076,C1634,Customer_634,Bengaluru,Karnataka,Mouse,Electronics,2,800,0.05,1520.0,900,620.0,Cash,Returned,1.0,Marketplace
ORD12434,2025-03-30 13:40:52.925292529,C1840,Customer_840,Delhi,Delhi,Watch,Accessories,2,5000,0.0,10000.0,6000,4000.0,Debit Card,Cancelled,2.0,Website
ORD12435,2025-03-30 14:33:18.199819982,C1885,Customer_885,Bengaluru,Karnataka,Shoes,Fashion,1,3500,0.0,3500.0,2100,1400.0,Cash,Delivered,5.0,Website
ORD12436,2025-03-30 15:25:43.474347434,C1030,Customer_30,Hyderabad,Telangana,Laptop,Electronics,1,55000,0.05,52250.0,42000,10250.0,Cash,Delivered,4.0,Website
ORD12437,2025-03-30 16:18:08.748874887,C1743,Customer_743,Delhi,Delhi,Monitor,Electronics,1,15000,0.25,11250.0,11000,250.0,Net Banking,Shipped,1.0,Mobile App
ORD12438,2025-03-30 17:10:34.023402340,C1223,Customer_223,Ahmedabad,Gujarat,Backpack,Accessories,1,2500,0.15,2125.0,1400,725.0,Cash,Delivered,1.0,Website
ORD12439,2025-03-30 18:02:59.297929793,C1481,Customer_481,Hyderabad,Telangana,Printer,Electronics,3,12000,0.05,34200.0,27000,7200.0,UPI,Delivered,5.0,Website
ORD12440,2025-03-30 18:55:24.572457245,C1030,Customer_30,Ahmedabad,Gujarat,Mouse,Electronics,1,800,0.05,760.0,450,310.0,UPI,Delivered,5.0,Mobile App
ORD12441,2025-03-30 19:47:49.846984698,C1881,Customer_881,Pune,Maharashtra,Watch,Accessories,2,5000,0.15,8500.0,6000,2500.0,Cash,Cancelled,5.0,Website
ORD12442,2025-03-30 20:40:15.121512151,C1466,Customer_466,Bengaluru,Karnataka,Keyboard,Electronics,2,1500,0.25,2250.0,1800,450.0,Credit Card,Delivered,2.0,Website
ORD12443,2025-03-30 21:32:40.396039604,C1109,Customer_109,Mumbai,Maharashtra,Watch,Accessories,1,5000,0.0,5000.0,3000,2000.0,Cash,Delivered,4.0,Marketplace
ORD12444,2025-03-30 22:25:05.670567056,C1526,Customer_526,Mumbai,Maharashtra,Jeans,Fashion,1,2200,0.0,2200.0,1200,1000.0,Credit Card,Shipped,2.0,Marketplace
ORD12445,2025-03-30 23:17:30.945094509,C1147,Customer_147,Noida,Uttar Pradesh,Desk,Furniture,1,9000,0.1,8100.0,6200,1900.0,Cash,Cancelled,2.0,Mobile App
ORD12446,2025-03-31 00:09:56.219621962,C1312,Customer_312,Lucknow,Uttar Pradesh,Tablet,Electronics,1,22000,0.05,20900.0,17000,3900.0,Net Banking,Cancelled,4.0,Website
ORD12447,2025-03-31 01:02:21.494149415,C1135,Customer_135,Kolkata,West Bengal,Mouse,Electronics,2,800,0.15,1360.0,900,460.0,Debit Card,Delivered,4.0,Marketplace
ORD12448,2025-03-31 01:54:46.768676867,C1368,Customer_368,Bengaluru,Karnataka,Tablet,Electronics,1,22000,0.1,19800.0,17000,2800.0,Net Banking,Delivered,4.0,Mobile App
ORD12449,2025-03-31 02:47:12.043204320,C1246,Customer_246,Jaipur,Rajasthan,Smartphone,Electronics,1,30000,0.0,30000.0,24000,6000.0,Debit Card,Returned,3.0,Mobile App
ORD12450,2025-03-31 03:39:37.317731773,C1411,Customer_411,Ahmedabad,Gujarat,Desk,Furniture,2,9000,0.15,15300.0,12400,2900.0,Net Banking,Delivered,1.0,Website
ORD12451,2025-03-31 04:32:02.592259226,C1276,Customer_276,Hyderabad,Telangana,Smartphone,Electronics,4,30000,0.1,108000.0,96000,12000.0,Debit Card,Delivered,3.0,Website
ORD12452,2025-03-31 05:24:27.866786678,C1199,Customer_199,Noida,Uttar Pradesh,Smartphone,Electronics,2,30000,0.1,54000.0,48000,6000.0,UPI,Delivered,5.0,Mobile App
ORD12453,2025-03-31 06:16:53.141314131,C1330,Customer_330,Gurugram,Haryana,Keyboard,Electronics,3,1500,0.2,3600.0,2700,900.0,Credit Card,Returned,3.0,Marketplace
ORD12454,2025-03-31 07:09:18.415841584,C1183,Customer_183,Chennai,Tamil Nadu,Headphones,Electronics,1,2500,0.05,2375.0,1400,975.0,Net Banking,Cancelled,2.0,Marketplace
ORD12455,2025-03-31 08:01:43.690369037,C1770,Customer_770,Mumbai,Maharashtra,Keyboard,Electronics,2,1500,0.15,2550.0,1800,750.0,Debit Card,Delivered,4.0,Marketplace
ORD12456,2025-03-31 08:54:08.964896489,C1569,Customer_569,Hyderabad,Telangana,Smartphone,Electronics,3,30000,0.05,85500.0,72000,13500.0,Credit Card,Delivered,3.0,Marketplace
ORD12457,2025-03-31 09:46:34.239423942,C2093,Customer_1093,Bengaluru,Karnataka,Desk,Furniture,1,9000,0.05,8550.0,6200,2350.0,Credit Card,Cancelled,2.0,Mobile App
ORD12458,2025-03-31 10:38:59.513951395,C1977,Customer_977,Gurugram,Haryana,Backpack,Accessories,1,2500,0.15,2125.0,1400,725.0,Net Banking,Shipped,4.0,Marketplace
ORD12459,2025-03-31 11:31:24.788478847,C1257,Customer_257,Chennai,Tamil Nadu,Smartphone,Electronics,1,30000,0.1,27000.0,24000,3000.0,Cash,Delivered,1.0,Website
ORD12460,2025-03-31 12:23:50.063006300,C2075,Customer_1075,Delhi,Delhi,Printer,Electronics,2,12000,0.0,24000.0,18000,6000.0,Debit Card,Delivered,2.0,Marketplace
ORD12461,2025-03-31 13:16:15.337533753,C2068,Customer_1068,Lucknow,Uttar Pradesh,Mouse,Electronics,1,800,0.05,760.0,450,310.0,UPI,Returned,2.0,Mobile App
ORD12462,2025-03-31 14:08:40.612061206,C1194,Customer_194,Mumbai,Maharashtra,Headphones,Electronics,1,2500,0.2,2000.0,1400,600.0,Net Banking,Delivered,5.0,Marketplace
ORD12463,2025-03-31 15:01:05.886588658,C2067,Customer_1067,Delhi,Delhi,Laptop,Electronics,2,55000,0.1,99000.0,84000,15000.0,Credit Card,Delivered,2.0,Website
ORD12464,2025-03-31 15:53:31.161116111,C1962,Customer_962,Jaipur,Rajasthan,Printer,Electronics,1,12000,0.05,11400.0,9000,2400.0,Debit Card,Cancelled,4.0,Marketplace
ORD12465,2025-03-31 16:45:56.435643564,C1526,Customer_526,Gurugram,Haryana,Backpack,Accessories,1,2500,0.1,2250.0,1400,850.0,Credit Card,Delivered,5.0,Marketplace
ORD12466,2025-03-31 17:38:21.710171017,C1447,Customer_447,Kolkata,West Bengal,Backpack,Accessories,2,2500,0.05,4750.0,2800,1950.0,UPI,Shipped,4.0,Mobile App
ORD12467,2025-03-31 18:30:46.984698469,C1103,Customer_103,Gurugram,Haryana,T-Shirt,Fashion,3,900,0.0,2700.0,1350,1350.0,UPI,Returned,4.0,Marketplace
ORD12468,2025-03-31 19:23:12.259225922,C1810,Customer_810,Kolkata,West Bengal,Desk,Furniture,3,9000,0.1,24300.0,18600,5700.0,Credit Card,Returned,3.0,Marketplace
ORD12469,2025-03-31 20:15:37.533753375,C1504,Customer_504,Jaipur,Rajasthan,Office Chair,Furniture,1,12000,0.05,11400.0,8500,2900.0,UPI,Shipped,4.0,Mobile App
ORD12470,2025-03-31 21:08:02.808280828,C1263,Customer_263,Hyderabad,Telangana,Mouse,Electronics,1,800,0.05,760.0,450,310.0,Credit Card,Returned,2.0,Mobile App
ORD12471,2025-03-31 22:00:28.082808280,C1671,Customer_671,Gurugram,Haryana,Monitor,Electronics,3,15000,0.1,40500.0,33000,7500.0,Net Banking,Shipped,2.0,Website
ORD12472,2025-03-31 22:52:53.357335733,C2039,Customer_1039,Delhi,Delhi,Printer,Electronics,1,12000,0.1,10800.0,9000,1800.0,Credit Card,Shipped,4.0,Mobile App
ORD12473,2025-03-31 23:45:18.631863186,C1459,Customer_459,Noida,Uttar Pradesh,Watch,Accessories,1,5000,0.15,4250.0,3000,1250.0,UPI,Returned,5.0,Marketplace
ORD12474,2025-04-01 00:37:43.906390639,C2025,Customer_1025,Ahmedabad,Gujarat,Smartphone,Electronics,2,30000,0.05,57000.0,48000,9000.0,UPI,Delivered,4.0,Marketplace
ORD12475,2025-04-01 01:30:09.180918091,C1235,Customer_235,Hyderabad,Telangana,Keyboard,Electronics,1,1500,0.05,1425.0,900,525.0,Net Banking,Delivered,1.0,Website
ORD12476,2025-04-01 02:22:34.455445544,C1535,Customer_535,Noida,Uttar Pradesh,Desk,Furniture,1,9000,0.15,7650.0,6200,1450.0,Net Banking,Shipped,5.0,Website
ORD12477,2025-04-01 03:14:59.729972997,C1611,Customer_611,Lucknow,Uttar Pradesh,Keyboard,Electronics,1,1500,0.15,1275.0,900,375.0,Net Banking,Delivered,2.0,Website
ORD12478,2025-04-01 04:07:25.004500450,C1010,Customer_10,Jaipur,Rajasthan,Printer,Electronics,1,12000,0.1,10800.0,9000,1800.0,Cash,Delivered,5.0,Marketplace
ORD12479,2025-04-01 04:59:50.279027902,C1928,Customer_928,Hyderabad,Telangana,Laptop,Electronics,1,55000,0.0,55000.0,42000,13000.0,Debit Card,Delivered,5.0,Mobile App
ORD12480,2025-04-01 05:52:15.553555355,C2105,Customer_1105,Bengaluru,Karnataka,Shoes,Fashion,1,3500,0.05,3325.0,2100,1225.0,Debit Card,Delivered,4.0,Website
ORD12481,2025-04-01 06:44:40.828082808,C1956,Customer_956,Delhi,Delhi,Monitor,Electronics,1,15000,0.15,12750.0,11000,1750.0,Credit Card,Delivered,3.0,Mobile App
ORD12482,2025-04-01 07:37:06.102610261,C1189,Customer_189,Chennai,Tamil Nadu,Mouse,Electronics,2,800,0.1,1440.0,900,540.0,Credit Card,Shipped,4.0,Marketplace
ORD12483,2025-04-01 08:29:31.377137713,C1163,Customer_163,Kolkata,West Bengal,Smartphone,Electronics,1,30000,0.1,27000.0,24000,3000.0,Cash,Shipped,2.0,Marketplace
ORD12484,2025-04-01 09:21:56.651665166,C1085,Customer_85,Mumbai,Maharashtra,Laptop,Electronics,1,55000,0.1,49500.0,42000,7500.0,Cash,Shipped,3.0,Website
ORD12485,2025-04-01 10:14:21.926192619,C1088,Customer_88,Delhi,Delhi,Smartphone,Electronics,1,30000,0.1,27000.0,24000,3000.0,Cash,Returned,4.0,Website
ORD12486,2025-04-01 11:06:47.200720072,C2075,Customer_1075,Chennai,Tamil Nadu,Printer,Electronics,1,12000,0.1,10800.0,9000,1800.0,Credit Card,Delivered,5.0,Mobile App
ORD12487,2025-04-01 11:59:12.475247524,C1776,Customer_776,Jaipur,Rajasthan,Keyboard,Electronics,1,1500,0.1,1350.0,900,450.0,Net Banking,Delivered,2.0,Marketplace
ORD12488,2025-04-01 12:51:37.749774977,C1439,Customer_439,Chennai,Tamil Nadu,T-Shirt,Fashion,1,900,0.2,720.0,450,270.0,Net Banking,Returned,4.0,Mobile App
ORD12489,2025-04-01 13:44:03.024302430,C1558,Customer_558,Gurugram,Haryana,Shoes,Fashion,3,3500,0.15,8925.0,6300,2625.0,Credit Card,Delivered,5.0,Website
ORD12490,2025-04-01 14:36:28.298829883,C1447,Customer_447,Mumbai,Maharashtra,Monitor,Electronics,3,15000,0.25,33750.0,33000,750.0,Credit Card,Returned,3.0,Marketplace
ORD12491,2025-04-01 15:28:53.573357335,C1544,Customer_544,Pune,Maharashtra,Jeans,Fashion,2,2200,0.15,3740.0,2400,1340.0,Debit Card,Delivered,2.0,Website
ORD12492,2025-04-01 16:21:18.847884788,C1996,Customer_996,Kolkata,West Bengal,Office Chair,Furniture,1,12000,0.15,10200.0,8500,1700.0,UPI,Cancelled,5.0,Website
ORD12493,2025-04-01 17:13:44.122412241,C1153,Customer_153,Kolkata,West Bengal,Tablet,Electronics,2,22000,0.1,39600.0,34000,5600.0,Net Banking,Cancelled,2.0,Marketplace
ORD12494,2025-04-01 18:06:09.396939694,C2192,Customer_1192,Jaipur,Rajasthan,Backpack,Accessories,1,2500,0.1,2250.0,1400,850.0,Debit Card,Cancelled,3.0,Mobile App
ORD12495,2025-04-01 18:58:34.671467146,C1686,Customer_686,Hyderabad,Telangana,Tablet,Electronics,2,22000,0.05,41800.0,34000,7800.0,Net Banking,Delivered,1.0,Marketplace
ORD12496,2025-04-01 19:50:59.945994599,C1349,Customer_349,Ahmedabad,Gujarat,Desk,Furniture,1,9000,0.2,7200.0,6200,1000.0,Net Banking,Returned,3.0,Website
ORD12497,2025-04-01 20:43:25.220522052,C1258,Customer_258,Pune,Maharashtra,Tablet,Electronics,1,22000,0.05,20900.0,17000,3900.0,Cash,Returned,1.0,Website
ORD12498,2025-04-01 21:35:50.495049505,C2160,Customer_1160,Kolkata,West Bengal,Backpack,Accessories,1,2500,0.0,2500.0,1400,1100.0,Cash,Returned,4.0,Marketplace
ORD12499,2025-04-01 22:28:15.769576957,C1535,Customer_535,Hyderabad,Telangana,Tablet,Electronics,2,22000,0.1,39600.0,34000,5600.0,Debit Card,Delivered,5.0,Website
ORD12500,2025-04-01 23:20:41.044104410,C2036,Customer_1036,Lucknow,Uttar Pradesh,Monitor,Electronics,3,15000,0.0,45000.0,33000,12000.0,UPI,Delivered,5.0,Website
ORD12501,2025-04-02 00:13:06.318631863,C1773,Customer_773,Pune,Maharashtra,Headphones,Electronics,2,2500,0.2,4000.0,2800,1200.0,Debit Card,Cancelled,3.0,Website
ORD12502,2025-04-02 01:05:31.593159316,C2106,Customer_1106,Gurugram,Haryana,Backpack,Accessories,1,2500,0.1,2250.0,1400,850.0,Cash,Delivered,4.0,Mobile App
ORD12503,2025-04-02 01:57:56.867686768,C1644,Customer_644,Delhi,Delhi,Tablet,Electronics,2,22000,0.25,33000.0,34000,-1000.0,UPI,Delivered,4.0,Website
ORD12504,2025-04-02 02:50:22.142214221,C1744,Customer_744,Delhi,Delhi,Laptop,Electronics,2,55000,0.05,104500.0,84000,20500.0,UPI,Delivered,1.0,Marketplace
ORD12505,2025-04-02 03:42:47.416741674,C1608,Customer_608,Bengaluru,Karnataka,Backpack,Accessories,1,2500,0.15,2125.0,1400,725.0,Debit Card,Cancelled,2.0,Website
ORD12506,2025-04-02 04:35:12.691269127,C1583,Customer_583,Delhi,Delhi,Headphones,Electronics,3,2500,0.1,6750.0,4200,2550.0,Credit Card,Returned,2.0,Marketplace
ORD12507,2025-04-02 05:27:37.965796579,C1149,Customer_149,Lucknow,Uttar Pradesh,Watch,Accessories,1,5000,0.15,4250.0,3000,1250.0,Credit Card,Returned,3.0,Website
ORD12508,2025-04-02 06:20:03.240324032,C1836,Customer_836,Lucknow,Uttar Pradesh,Backpack,Accessories,1,2500,0.0,2500.0,1400,1100.0,Cash,Shipped,1.0,Marketplace
ORD12509,2025-04-02 07:12:28.514851485,C1132,Customer_132,Jaipur,Rajasthan,Office Chair,Furniture,2,12000,0.2,19200.0,17000,2200.0,UPI,Delivered,1.0,Marketplace
ORD12510,2025-04-02 08:04:53.789378937,C1152,Customer_152,Lucknow,Uttar Pradesh,Keyboard,Electronics,2,1500,0.0,3000.0,1800,1200.0,UPI,Returned,2.0,Marketplace
ORD12511,2025-04-02 08:57:19.063906390,C2076,Customer_1076,Jaipur,Rajasthan,Monitor,Electronics,3,15000,0.15,38250.0,33000,5250.0,Debit Card,Delivered,5.0,Website
ORD12512,2025-04-02 09:49:44.338433843,C1743,Customer_743,Ahmedabad,Gujarat,Backpack,Accessories,1,2500,0.0,2500.0,1400,1100.0,UPI,Shipped,4.0,Mobile App
ORD12513,2025-04-02 10:42:09.612961296,C1951,Customer_951,Bengaluru,Karnataka,Mouse,Electronics,2,800,0.15,1360.0,900,460.0,Debit Card,Delivered,1.0,Website
ORD12514,2025-04-02 11:34:34.887488748,C2121,Customer_1121,Gurugram,Haryana,Monitor,Electronics,1,15000,0.05,14250.0,11000,3250.0,Cash,Delivered,5.0,Marketplace
ORD12515,2025-04-02 12:27:00.162016201,C2069,Customer_1069,Jaipur,Rajasthan,T-Shirt,Fashion,1,900,0.15,765.0,450,315.0,Credit Card,Delivered,3.0,Website
ORD12516,2025-04-02 13:19:25.436543654,C1384,Customer_384,Hyderabad,Telangana,Smartphone,Electronics,1,30000,0.25,22500.0,24000,-1500.0,Net Banking,Delivered,2.0,Website
ORD12517,2025-04-02 14:11:50.711071107,C1108,Customer_108,Hyderabad,Telangana,Watch,Accessories,1,5000,0.1,4500.0,3000,1500.0,Cash,Returned,4.0,Mobile App
ORD12518,2025-04-02 15:04:15.985598559,C1437,Customer_437,Hyderabad,Telangana,Headphones,Electronics,2,2500,0.05,4750.0,2800,1950.0,Credit Card,Delivered,4.0,Mobile App
ORD12519,2025-04-02 15:56:41.260126012,C1293,Customer_293,Lucknow,Uttar Pradesh,Shoes,Fashion,1,3500,0.15,2975.0,2100,875.0,Debit Card,Returned,5.0,Website
ORD12520,2025-04-02 16:49:06.534653465,C1636,Customer_636,Gurugram,Haryana,Monitor,Electronics,3,15000,0.0,45000.0,33000,12000.0,Debit Card,Returned,3.0,Website
ORD12521,2025-04-02 17:41:31.809180918,C1673,Customer_673,Jaipur,Rajasthan,Office Chair,Furniture,1,12000,0.15,10200.0,8500,1700.0,Credit Card,Delivered,4.0,Mobile App
ORD12522,2025-04-02 18:33:57.083708370,C1217,Customer_217,Lucknow,Uttar Pradesh,Monitor,Electronics,1,15000,0.05,14250.0,11000,3250.0,UPI,Delivered,1.0,Website
ORD12523,2025-04-02 19:26:22.358235823,C1896,Customer_896,Delhi,Delhi,Mouse,Electronics,1,800,0.1,720.0,450,270.0,UPI,Delivered,5.0,Website
ORD12524,2025-04-02 20:18:47.632763276,C2173,Customer_1173,Bengaluru,Karnataka,Tablet,Electronics,1,22000,0.1,19800.0,17000,2800.0,Debit Card,Delivered,2.0,Mobile App
ORD12525,2025-04-02 21:11:12.907290729,C1498,Customer_498,Mumbai,Maharashtra,T-Shirt,Fashion,1,900,0.15,765.0,450,315.0,Credit Card,Shipped,4.0,Marketplace
ORD12526,2025-04-02 22:03:38.181818181,C2053,Customer_1053,Kolkata,West Bengal,Laptop,Electronics,2,55000,0.05,104500.0,84000,20500.0,Cash,Returned,2.0,Marketplace
ORD12527,2025-04-02 22:56:03.456345634,C1232,Customer_232,Noida,Uttar Pradesh,Smartphone,Electronics,2,30000,0.1,54000.0,48000,6000.0,Cash,Delivered,1.0,Mobile App
ORD12528,2025-04-02 23:48:28.730873087,C1259,Customer_259,Chennai,Tamil Nadu,Smartphone,Electronics,3,30000,0.05,85500.0,72000,13500.0,Net Banking,Delivered,5.0,Mobile App
ORD12529,2025-04-03 00:40:54.005400540,C2146,Customer_1146,Chennai,Tamil Nadu,Monitor,Electronics,2,15000,0.2,24000.0,22000,2000.0,Cash,Shipped,4.0,Marketplace
ORD12530,2025-04-03 01:33:19.279927992,C1322,Customer_322,Jaipur,Rajasthan,Headphones,Electronics,3,2500,0.05,7125.0,4200,2925.0,Cash,Delivered,4.0,Mobile App
ORD12531,2025-04-03 02:25:44.554455445,C1092,Customer_92,Chennai,Tamil Nadu,Monitor,Electronics,1,15000,0.05,14250.0,11000,3250.0,UPI,Cancelled,3.0,Website
ORD12532,2025-04-03 03:18:09.828982898,C1474,Customer_474,Delhi,Delhi,Jeans,Fashion,1,2200,0.0,2200.0,1200,1000.0,UPI,Returned,5.0,Marketplace
ORD12533,2025-04-03 04:10:35.103510351,C1134,Customer_134,Hyderabad,Telangana,Jeans,Fashion,2,2200,0.1,3960.0,2400,1560.0,UPI,Shipped,2.0,Mobile App
ORD12534,2025-04-03 05:03:00.378037803,C1839,Customer_839,Noida,Uttar Pradesh,Printer,Electronics,1,12000,0.0,12000.0,9000,3000.0,Cash,Delivered,4.0,Website
ORD12535,2025-04-03 05:55:25.652565256,C1735,Customer_735,Hyderabad,Telangana,Headphones,Electronics,1,2500,0.1,2250.0,1400,850.0,Net Banking,Delivered,3.0,Mobile App
ORD12536,2025-04-03 06:47:50.927092709,C2116,Customer_1116,Mumbai,Maharashtra,Watch,Accessories,1,5000,0.1,4500.0,3000,1500.0,Debit Card,Returned,4.0,Mobile App
ORD12537,2025-04-03 07:40:16.201620162,C1303,Customer_303,Noida,Uttar Pradesh,Office Chair,Furniture,1,12000,0.0,12000.0,8500,3500.0,Cash,Cancelled,1.0,Marketplace
ORD12538,2025-04-03 08:32:41.476147614,C2037,Customer_1037,Hyderabad,Telangana,Desk,Furniture,1,9000,0.05,8550.0,6200,2350.0,UPI,Delivered,1.0,Website
